value,MaxEStateIndex,MinEStateIndex,MinAbsEStateIndex,qed,MolWt,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,HallKierAlpha,Ipc,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_C_O,fr_C_O_noCOO,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_imidazole,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_sulfide,fr_sulfone,fr_term_acetylene,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
5.15,12.011251326351886,-5.127857724585973,0.0,0.1129947711347049,379.8690000000001,0.2408139192210742,-0.6186929310257099,0.7222222222222222,16.149900705864624,9.862241312120531,2.130961451216155,-2.417386645024873,2.186954475933658,-2.594315681410424,5.948397926647328,-0.6048597957624471,1.444648316308674e-06,775.7001905571627,-5.069999999999999,579550.261547071,4.899909730850478,0.0,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,18.050640183084614,6.544756405912575,0.0,4.794537184071822,17.492311348392683,0.0,0.0,0.0,0.0,0.0,36.156239840307975,0.0,0.0,0.0,0.0,0.0,16.30989916290013,0.0,0.0,0.0,0.0,0.0,61.88,0.0,4.794537184071822,0.0,5.563451491696996,5.022633313741326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.372333433654838,0.0,-1.4006977829710996,-6.194183586825964,0.1968989870062578,-6.355017480550612,-1.54880167243422,-7.611715556194943,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,3.0,0.5587000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.72,15.468666201456603,-0.034857474976522,0.3425911085534097,0.8659721067598363,706.2939999999999,0.572606436311944,-0.3193239327553001,1.4,79.9187323181836,10.265976663236232,2.433890527903702,-2.081394212498436,2.396904813463617,-2.1346146032143496,9.108494326033254,0.1022350802109759,1.9831054584271028,2027.213664986647,-1.9699999999999995,105168133329.04688,30.99471241973085,35.57596709892979,17.647331509501743,20.046582306815168,17.78366474665486,12.331664146982233,24.267499804013152,36.35153635331964,17.893340007476546,17.760135773554996,72.79640482153933,67.17079107233808,110.96007950002988,46.89152549966504,49.80233693948744,71.64443377972817,10.671175160530009,30.47063493943481,11.651573523323576,61.74152777306469,70.85038936674084,119.94907114208988,28.375438483245706,26.65996024973869,32.901496496048466,17.248535499851716,34.69961071755837,127.03299891956964,36.94634861572076,26.180495204863394,53.22949949477082,10.175743130634118,21.899351412323583,194.53,76.5955881497035,45.06547398568739,8.78083009534964,53.96584081100206,70.50370146468704,59.16729334793549,48.53838618604913,91.97681094113976,65.56358041546657,52.84440697576869,38.084889293856655,104.1974746187826,50.20941265787042,26.91956394080976,14.145422483659573,2.8014029789217405,29.83328526048989,7.40827812560031,8.997961712972538,7.195256197993377,0.5,8.0,13.0,1.0,3.0,4.0,4.0,5.0,12.0,19.0,13.0,7.0,6.194800000000004,1.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
