Smiles,pChEMBL Value,Assay ChEMBL ID
O=C(Nc1ccc(-n2ccccc2=O)cc1F)c1nc(CNC(=O)c2ccc(Cl)s2)no1,9.18,CHEMBL3885772
O=C(Nc1ccc(-n2ccccc2=O)cc1F)c1nc(CNC(=O)c2ccc(Cl)s2)no1,9.05,CHEMBL3885774
O=C(Nc1ccc(-n2ccccc2=O)cc1F)c1nc(CNC(=O)c2ccc(Cl)s2)no1,9.07,CHEMBL3885775
Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)cnc1N(C)C,6.19,CHEMBL3887092
N#Cc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,7.6,CHEMBL3887092
O=C(Nc1ccc(N2CCOCC2=O)cc1)c1cc(CO)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,8.85,CHEMBL3885768
O=C(Nc1ccc(N2CCOCC2=O)cc1)c1cc(CO)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,8.91,CHEMBL3885772
O=C(Nc1ccc(N2CCOCC2=O)cc1)c1cc(CO)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,8.79,CHEMBL3885774
O=C(Nc1ccc(N2CCOCC2=O)cc1)c1cc(CO)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,8.74,CHEMBL3885775
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(C)c2)C1=O,5.8,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OC(C)C)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,6.2,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC(F)(F)C5)s4)C3=O)c(OC(F)(F)F)cc12,6.25,CHEMBL3887092
CCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,8.08,CHEMBL3887092
CCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.17,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(C)c2)C1=O,5.26,CHEMBL3887092
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,6.92,CHEMBL3887092
CCOC(C(=O)NCc1ccc(C(=N)N)cc1OCC(N)=O)c1c(F)cc(OCc2ccccn2)cc1F.Cl,7.64,CHEMBL3885768
CCOC(C(=O)NCc1ccc(C(=N)N)cc1OCC(N)=O)c1c(F)cc(OCc2ccccn2)cc1F.Cl,7.63,CHEMBL3885772
CCOC(C(=O)NCc1ccc(C(=N)N)cc1OCC(N)=O)c1c(F)cc(OCc2ccccn2)cc1F.Cl,7.5,CHEMBL3885774
CCOC(C(=O)NCc1ccc(C(=N)N)cc1OCC(N)=O)c1c(F)cc(OCc2ccccn2)cc1F.Cl,7.48,CHEMBL3885775
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2ccc(N(C)C)nc2)C1=O,6.33,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3C(F)(F)F)C(=O)O)C2=O)s1,7.48,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCCC5)s4)C3=O)c(Cl)cc12,7.57,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3OC(F)(F)F)C(=O)O)C2=O)s1,7.85,CHEMBL3887092
Cc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.47,CHEMBL3887092
CN(c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)s1)C1CCC1,6.57,CHEMBL3887092
CCc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.92,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCCC5)s4)C3=O)c(C(F)(F)F)cc12,6.43,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1C#N)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,5.97,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1C(F)(F)F)N1CC[C@H](NS(=O)(=O)c2ccc(N(C)C)nc2)C1=O,5.61,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(Cl)c2)C1=O,5.55,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)cc1Cl,5.72,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OCC1CC1)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,6.0,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)s1,8.3,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2ccc(N(C)C)nc2)C1=O,5.96,CHEMBL3887092
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,5.48,CHEMBL3885768
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,5.5,CHEMBL3885772
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,5.15,CHEMBL3885774
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,5.48,CHEMBL3885775
COc1ccc2ccc(S(=O)(=O)N[C@H]3CCN(Cc4ccc5nc(N)[nH]c5c4)C3=O)cc2c1,5.33,CHEMBL3885775
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,7.13,CHEMBL3887092
Nc1nccc2c(F)c(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4ccc(N5CCCC5)nc4)C3=O)ccc12,5.33,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)cc1Cl,6.23,CHEMBL3887092
COCCOc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,8.85,CHEMBL3887092
Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)cnc1N(C)C,5.56,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC(F)(F)C5)s4)C3=O)c(C(F)(F)F)cc12,5.66,CHEMBL3887092
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,6.03,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1F)N1CC[C@H](NS(=O)(=O)c2ccc(N(C)C)nc2)C1=O,6.4,CHEMBL3887092
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN(C(Cc3cc4ccnc(N)c4cc3O)C(=O)O)C2=O)cn1,8.19,CHEMBL3887092
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)cn1,7.38,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,5.95,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3ccc4c(N)nccc4c3F)C(=O)O)C2=O)s1,6.7,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCCC5)s4)C3=O)c(OC(F)(F)F)cc12,7.38,CHEMBL3887092
O=C(CN1CC(O)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.9,CHEMBL3885768
O=C(CN1CC(O)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.8,CHEMBL3885772
O=C(CN1CC(O)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.79,CHEMBL3885774
O=C(CN1CC(O)C(NC(=O)c2ccc(Cl)s2)C1)Nc1ccc(-n2ccccc2=O)cc1F,8.85,CHEMBL3885775
O=C(CCNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)cc1,8.14,CHEMBL3885768
O=C(CCNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)cc1,8.1,CHEMBL3885772
O=C(CCNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)cc1,8.04,CHEMBL3885774
O=C(CCNC(=O)c1ccc(Cl)s1)Nc1ccc(N2CCOCC2=O)cc1,8.12,CHEMBL3885775
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3OC(F)(F)F)C(=O)O)C2=O)cn1,7.47,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1C(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,6.1,CHEMBL3887092
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3C(F)(F)F)C(=O)O)C2=O)cn1,6.62,CHEMBL3887092
O=C(Cn1c(C(=O)Nc2ccc(-n3ccncc3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,7.92,CHEMBL3885768
O=C(Cn1c(C(=O)Nc2ccc(-n3ccncc3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,7.92,CHEMBL3885772
O=C(Cn1c(C(=O)Nc2ccc(-n3ccncc3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,7.86,CHEMBL3885774
O=C(Cn1c(C(=O)Nc2ccc(-n3ccncc3=O)cc2)nc2ccccc21)Nc1ccc(Cl)cn1,7.87,CHEMBL3885775
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCCC5)s4)C3=O)c(F)cc12,7.33,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC5)s4)C3=O)c(C(F)(F)F)cc12,6.25,CHEMBL3887092
CO[C@@H]1CN(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@H]1CNC(=O)c1ccc(Cl)s1,8.48,CHEMBL3885768
CO[C@@H]1CN(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@H]1CNC(=O)c1ccc(Cl)s1,8.58,CHEMBL3885772
CO[C@@H]1CN(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@H]1CNC(=O)c1ccc(Cl)s1,8.47,CHEMBL3885774
CO[C@@H]1CN(C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@H]1CNC(=O)c1ccc(Cl)s1,8.55,CHEMBL3885775
CCc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,7.32,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OC1CCCC1)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.37,CHEMBL3887092
O=C(NCCS(=O)(=O)Nc1ccc(-n2ccncc2=O)cc1)c1ccc(Cl)s1,7.52,CHEMBL3885768
O=C(NCCS(=O)(=O)Nc1ccc(-n2ccncc2=O)cc1)c1ccc(Cl)s1,7.52,CHEMBL3885772
O=C(NCCS(=O)(=O)Nc1ccc(-n2ccncc2=O)cc1)c1ccc(Cl)s1,7.51,CHEMBL3885774
O=C(NCCS(=O)(=O)Nc1ccc(-n2ccncc2=O)cc1)c1ccc(Cl)s1,7.51,CHEMBL3885775
Cc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,6.82,CHEMBL3887092
Nc1ncnc2cc(CN3C(=O)CN(S(=O)(=O)c4cc5ccc(Cl)cc5s4)CC3C(=O)O)ccc12,9.19,CHEMBL3885768
Nc1ncnc2cc(CN3C(=O)CN(S(=O)(=O)c4cc5ccc(Cl)cc5s4)CC3C(=O)O)ccc12,9.17,CHEMBL3885772
Nc1ncnc2cc(CN3C(=O)CN(S(=O)(=O)c4cc5ccc(Cl)cc5s4)CC3C(=O)O)ccc12,9.14,CHEMBL3885774
Nc1ncnc2cc(CN3C(=O)CN(S(=O)(=O)c4cc5ccc(Cl)cc5s4)CC3C(=O)O)ccc12,9.18,CHEMBL3885775
O=C(Nc1ccc(-n2ccccc2=O)cc1F)[C@H]1Cc2ccccc2CN1C(=O)Nc1ccc(Cl)cn1,9.09,CHEMBL3885768
O=C(Nc1ccc(-n2ccccc2=O)cc1F)[C@H]1Cc2ccccc2CN1C(=O)Nc1ccc(Cl)cn1,9.16,CHEMBL3885772
O=C(Nc1ccc(-n2ccccc2=O)cc1F)[C@H]1Cc2ccccc2CN1C(=O)Nc1ccc(Cl)cn1,9.07,CHEMBL3885774
O=C(Nc1ccc(-n2ccccc2=O)cc1F)[C@H]1Cc2ccccc2CN1C(=O)Nc1ccc(Cl)cn1,9.11,CHEMBL3885775
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC5)s4)C3=O)c(Cl)cc12,7.72,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,5.26,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(Cl)c2)C1=O,7.0,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,5.7,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(Cl)c2)C1=O,5.42,CHEMBL3887092
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3OC(F)(F)F)C(=O)O)C2=O)cc1Cl,5.78,CHEMBL3887092
CCOc1cc(OC2CCN(C)CC2)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,6.12,CHEMBL3885768
CCOc1cc(OC2CCN(C)CC2)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,6.0,CHEMBL3885772
CCOc1cc(OC2CCN(C)CC2)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,5.87,CHEMBL3885774
CCOc1cc(OC2CCN(C)CC2)c(F)c([C@@H](Nc2ccc(C(=N)N)cc2)C(=O)O)c1,5.96,CHEMBL3885775
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC(F)(F)C5)s4)C3=O)c(Cl)cc12,6.72,CHEMBL3887092
Nc1nccc2cc(C[C@H](C(=O)O)N3CC[C@H](NS(=O)(=O)c4cnc(N5CCC5)s4)C3=O)c(OC(F)(F)F)cc12,7.46,CHEMBL3887092
CO[C@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,8.52,CHEMBL3885768
CO[C@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,8.55,CHEMBL3885772
CO[C@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,8.56,CHEMBL3885774
CO[C@H]1C[C@H](C(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,8.67,CHEMBL3885775
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.22,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,6.96,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,6.39,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OCC1CCC1)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.07,CHEMBL3887092
CCc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2ccc(N3CCCC3)nc2)C1=O,6.33,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC(F)(F)C3)s2)C1=O,7.77,CHEMBL3887092
CCO[C@@H]1C[C@H](C(=O)Nc2ccc(N3CCOCC3=O)cc2)N(C(=O)Nc2ccc(Cl)cc2)C1,9.15,CHEMBL3885768
CCO[C@@H]1C[C@H](C(=O)Nc2ccc(N3CCOCC3=O)cc2)N(C(=O)Nc2ccc(Cl)cc2)C1,9.16,CHEMBL3885772
CCO[C@@H]1C[C@H](C(=O)Nc2ccc(N3CCOCC3=O)cc2)N(C(=O)Nc2ccc(Cl)cc2)C1,9.07,CHEMBL3885774
CCO[C@@H]1C[C@H](C(=O)Nc2ccc(N3CCOCC3=O)cc2)N(C(=O)Nc2ccc(Cl)cc2)C1,9.1,CHEMBL3885775
CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccc(C(=O)NC#N)cc23)CC1,8.16,CHEMBL3885768
CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccc(C(=O)NC#N)cc23)CC1,8.13,CHEMBL3885772
CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccc(C(=O)NC#N)cc23)CC1,8.12,CHEMBL3885774
CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)c3ccc(C(=O)NC#N)cc23)CC1,8.17,CHEMBL3885775
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OCCOC)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.43,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)c(C)c2)C1=O,7.14,CHEMBL3887092
CC(=O)O.CNC(=O)COc1cc(C(=N)N)ccc1CNC(=O)c1cc(Cl)cc(N(Cc2ccccc2)S(C)(=O)=O)c1,7.54,CHEMBL3885768
CC(=O)O.CNC(=O)COc1cc(C(=N)N)ccc1CNC(=O)c1cc(Cl)cc(N(Cc2ccccc2)S(C)(=O)=O)c1,7.59,CHEMBL3885772
CC(=O)O.CNC(=O)COc1cc(C(=N)N)ccc1CNC(=O)c1cc(Cl)cc(N(Cc2ccccc2)S(C)(=O)=O)c1,7.61,CHEMBL3885774
CC(=O)O.CNC(=O)COc1cc(C(=N)N)ccc1CNC(=O)c1cc(Cl)cc(N(Cc2ccccc2)S(C)(=O)=O)c1,7.7,CHEMBL3885775
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC3)s2)C1=O,6.11,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OCC(C)C)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.0,CHEMBL3887092
COc1cc2c(N)nccc2cc1C[C@H](C(=O)OCC1CC1)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCCC3)s2)C1=O,6.92,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1Cl)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,6.62,CHEMBL3887092
COC1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)CC1NC(=O)c1ccc(Cl)s1,8.99,CHEMBL3885768
COC1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)CC1NC(=O)c1ccc(Cl)s1,8.99,CHEMBL3885772
COC1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)CC1NC(=O)c1ccc(Cl)s1,8.92,CHEMBL3885774
COC1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)CC1NC(=O)c1ccc(Cl)s1,8.94,CHEMBL3885775
CN(C)c1ncc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3F)C(=O)O)C2=O)s1,7.66,CHEMBL3887092
CCOC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC)N1CC[C@H](NS(=O)(=O)c2cnc(N(C)C)s2)C1=O,7.68,CHEMBL3887092
COC(=O)[C@@H](Cc1cc2ccnc(N)c2cc1OC(F)(F)F)N1CC[C@H](NS(=O)(=O)c2cnc(N3CCC3)s2)C1=O,5.71,CHEMBL3887092
CN(C)c1ccc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3Cl)C(=O)O)C2=O)cn1,7.8,CHEMBL3887092
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,9.01,CHEMBL3885768
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,9.03,CHEMBL3885772
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,8.92,CHEMBL3885774
O=C(Nc1ccc(N2CCOCC2=O)cc1)[C@H]1C[C@@H](O)CN1C(=O)Nc1ccc(Cl)cc1,8.92,CHEMBL3885775
COc1cc2c(N)nccc2cc1C[C@H](C(=O)O)N1CC[C@H](NS(=O)(=O)c2cnc(N3CC[C@@H](F)C3)s2)C1=O,8.1,CHEMBL3887092
N=C(N)c1cccc(Oc2cc([N+](=O)[O-])ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.32,CHEMBL885070
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc1)N1CCC1,7.62,CHEMBL659609
N=C(N)c1cccc(Oc2cc(N)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.72,CHEMBL885070
N=C(N)c1cccc(OCC(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c2ccccc2)c1,8.47,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(Br)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.36,CHEMBL885070
CN(CCOc1cccc(C(=N)N)c1)C(=O)c1ccc(-c2ccccc2S(N)(=O)=O)cc1,7.62,CHEMBL885070
N=C(N)c1cccc(Oc2ccccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.14,CHEMBL885070
N=C(N)c1cccc(OCC(Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.25,CHEMBL885070
N=C(N)c1cccc(OCCNC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.12,CHEMBL885070
Nc1nccc2ccc(Oc3ccc(F)cc3NC(=O)c3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,5.88,CHEMBL885070
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885768
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885772
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.13,CHEMBL3885774
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)nc1,7.04,CHEMBL3885775
CCN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2)cc1,7.44,CHEMBL659609
N=C(N)c1cccc(OCCN2Cc3cc(-c4ccccc4S(N)(=O)=O)ccc3C2=O)c1,8.44,CHEMBL885070
N=C(N)c1cccc(Oc2cc(Br)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.92,CHEMBL885070
N=C(N)c1cccc(Oc2cc(Cl)ccc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.82,CHEMBL885070
COc1ccc(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,8.8,CHEMBL885070
CN1CCN=C1c1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4cc(Cl)ccc4[nH]3)CC2CC(=O)N2CCOCC2)cc1,7.96,CHEMBL659609
Cc1ccc(NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c(Oc2cccc(C(=N)N)c2)c1,8.0,CHEMBL885070
N=C(c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1)N1CCCC1,6.41,CHEMBL659609
CC(COc1ccc2ccnc(N)c2c1)N1Cc2cc(-c3ccccc3S(N)(=O)=O)ccc2C1=O,7.6,CHEMBL885070
CN(C)c1ccc(Oc2cccc(C(=N)N)c2)c(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.0,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(C(F)(F)F)cc2NC(=O)c2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,8.6,CHEMBL885070
N=C(N)c1cccc(Oc2ccc(N)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,7.92,CHEMBL885070
